City,Customer Name,Customer Segment,Order Date,Order ID,Order Priority,Product Category,Product Container,Product Name,Product Sub-Category,Region,Row ID,Ship Date,Ship Mode,State,Zip Code,Customer Age,Discount,Discount %,Number of Records,Order Quantity,Product Base Margin,Profit,Sales,Shipping Cost,Unit Price
Claremont,Maureen Gastineau,Consumer,14-09-2015,42306,High,Office Supplies,Small Box,"Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl",Binders and Binder Accessories,West,5959,16-09-2015,Regular Air,California,91711,68,0.1,10,1,4,0.39,-7.406,36.46,2.99,8.69
Bothell,Raymond Book,Consumer,03-07-2014,29569,High,Office Supplies,Small Box,Xerox 1887,Paper,West,4171,05-07-2014,Regular Air,Washington,98011,56,0.1,10,1,29,0.37,127.55,520.13,5.21,18.97
Santa Rosa,Christy Brittain,Consumer,30-06-2012,36647,High,Office Supplies,Small Box,Filing/Storage Totes and Swivel Casters,Storage & Organization,West,5142,03-07-2012,Regular Air,California,95404,41,0.1,10,1,18,0.6,-119.77,174.62,9.45,9.71
Boise,Roger Demir,Consumer,07-01-2015,45284,High,Office Supplies,Small Pack,Boston 16765 Mini Stand Up Battery Pencil Sharpener,Pens & Art Supplies,West,6378,08-01-2015,Regular Air,Idaho,83701,60,0,0,1,7,0.59,-42.98,91.43,8.99,11.66
Coos Bay,Trudy Bell,Consumer,31-08-2013,50882,High,Office Supplies,Small Pack,Acme® Box Cutter Scissors,"Scissors, Rulers and Trimmers",West,7134,31-08-2013,Regular Air,Oregon,97420,49,0.08,8,1,37,0.59,-50.1,366.84,4.68,10.23
Sacramento,Jay Fine,Consumer,29-05-2015,29221,High,Office Supplies,Wrap Bag,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Paper,West,4107,01-06-2015,Regular Air,California,95823,65,0,0,1,41,0.36,-41.75,325.33,5.83,7.64
Louisville,Sanjit Jacobs,Consumer,14-01-2013,37125,High,Office Supplies,Wrap Bag,Binder Clips by OIC,Rubber Bands,West,5217,15-01-2013,Regular Air,Colorado,80027,45,0,0,1,46,0.37,11.83,72.18,0.7,1.48
Santa Rosa,Christy Brittain,Consumer,30-06-2012,36647,High,Office Supplies,Wrap Bag,"Staples Vinyl Coated Paper Clips, 800/Box",Rubber Bands,West,5140,01-07-2012,Regular Air,California,95404,41,0.01,1,1,21,0.4,38.7,179.98,2.82,7.89
Klamath Falls,Jenna Caffey,Consumer,27-05-2015,40933,High,Office Supplies,Wrap Bag,"Binney & Smith inkTank™ Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",Pens & Art Supplies,West,5766,28-05-2015,Regular Air,Oregon,97601,65,0.06,6,1,37,0.44,-103.96,95.43,4.28,2.52
Menlo Park,Paul Van Hugh,Consumer,07-08-2012,57381,High,Office Supplies,Wrap Bag,"Brites Rubber Bands, 1 1/2 oz. Box",Rubber Bands,West,8033,07-08-2012,Regular Air,California,94025,42,0.06,6,1,22,0.83,-13.86,41.65,0.7,1.98
La Quinta,Ivan Liston,Consumer,29-09-2014,19264,High,Office Supplies,Wrap Bag,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",Paper,West,2666,30-09-2014,Regular Air,California,92253,58,0.07,7,1,23,0.36,24.17,107.75,1.52,4.73
Temecula,Giulietta Dortch,Consumer,12-01-2015,28485,High,Office Supplies,Wrap Bag,Newell 336,Pens & Art Supplies,West,3991,12-01-2015,Regular Air,California,92592,61,0.07,7,1,12,0.56,0.58,49.18,0.94,4.28
Bremerton,Roy Phan,Consumer,12-01-2013,1857,High,Office Supplies,Wrap Bag,DIXON Ticonderoga® Erasable Checking Pencils,Pens & Art Supplies,West,270,13-01-2013,Regular Air,Washington,98310,45,0.07,7,1,37,0.46,20,199.76,1.99,5.58
Santa Rosa,Christy Brittain,Consumer,30-06-2012,36647,High,Office Supplies,Wrap Bag,"*Staples* vLetter Openers, 2/Pack","Scissors, Rulers and Trimmers",West,5141,01-07-2012,Regular Air,California,95404,41,0.09,9,1,16,0.83,-21.91,55.44,1.32,3.68
Santa Clara,Charles Crestani,Consumer,19-11-2013,8001,High,Office Supplies,Wrap Bag,"Ampad® Evidence® Wirebond Steno Books, 6"" x 9""",Paper,West,1086,21-11-2013,Regular Air,California,95051,51,0.1,10,1,15,0.38,-81.08,37.7,7.09,2.18
Henderson,Carl Weiss,Consumer,29-07-2014,46336,High,Office Supplies,Wrap Bag,*Staples* Highlighting Markers,Pens & Art Supplies,West,6510,31-07-2014,Regular Air,Nevada,89015,56,0.1,10,1,31,0.52,34.14,143.85,0.71,4.84
Tacoma,Christopher Conant,Consumer,03-01-2014,9221,Low,Office Supplies,Large Box,"Bravo II™ Megaboss® 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",Appliances,West,1267,07-01-2014,Regular Air,Washington,98408,52,0.03,3,1,9,0.56,-377.74,79.64,49,3.25
Santa Monica,Christy Brittain,Consumer,06-12-2014,9344,Low,Office Supplies,Large Box,Safco Industrial Wire Shelving,Storage & Organization,West,1282,08-12-2014,Regular Air,California,90405,59,0.09,9,1,18,,-505.69,1733.1,35,95.99
Carson City,Carl Weiss,Consumer,09-10-2013,5350,Low,Office Supplies,Medium Box,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",Appliances,West,747,11-10-2013,Regular Air,Nevada,89701,50,0.03,3,1,39,0.42,-12.2,434.73,6.12,11.33
Salinas,Jay Fine,Consumer,16-10-2015,56740,Low,Office Supplies,Medium Box,Martin Yale Chadless Opener Electric Letter Opener,"Scissors, Rulers and Trimmers",West,7942,20-10-2015,Regular Air,California,93905,71,0.09,9,1,29,0.83,1094.74,23516.31,24.49,832.81
Menlo Park,Natalie Webber,Consumer,23-07-2013,56869,Low,Office Supplies,Small Box,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,Appliances,West,7960,25-07-2013,Regular Air,California,94025,48,0,0,1,10,0.59,157.45,842.19,4.5,80.98
Sparks,Darren Koutras,Consumer,28-10-2015,8289,Low,Office Supplies,Small Box,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",Binders and Binder Accessories,West,1133,28-10-2015,Regular Air,Nevada,89431,71,0,0,1,38,0.38,53.312,572.74,7.17,14.45
Coos Bay,Trudy Bell,Consumer,24-06-2012,18119,Low,Office Supplies,Small Box,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Envelopes,West,2488,26-06-2012,Regular Air,Oregon,97420,41,0,0,1,37,0.38,-99.25,347.84,8.29,8.74
Laguna Hills,Jill Matthias,Consumer,07-01-2013,48935,Low,Office Supplies,Small Box,Avery 508,Labels,West,6870,09-01-2013,Regular Air,California,92653,45,0,0,1,21,0.36,48.76,106.2,0.5,4.91
Woodburn,Rick Wilson,Consumer,31-07-2012,29187,Low,Office Supplies,Small Box,Xerox 217,Paper,West,4097,07-08-2012,Regular Air,Oregon,97071,42,0,0,1,10,0.37,-43.26,75.58,8.19,6.48
Longview,Tonja Turnell,Consumer,23-05-2013,10212,Low,Office Supplies,Small Box,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Paper,West,1406,27-05-2013,Regular Air,Washington,98632,47,0,0,1,22,0.37,564.22,1276.17,6.79,55.48
Santa Clara,Charles Crestani,Consumer,31-08-2013,17542,Low,Office Supplies,Small Box,Avery 49,Labels,West,2417,02-09-2013,Regular Air,California,95051,49,0.01,1,1,37,0.36,43.37,105.99,0.5,2.88
El Mirage,Trudy Bell,Consumer,06-02-2014,56711,Low,Office Supplies,Small Box,Xerox 1885,Paper,West,7940,11-02-2014,Regular Air,Arizona,85335,53,0.01,1,1,25,0.37,558.25,1279.45,7.23,48.04
Roy,Craig Leslie,Consumer,28-09-2012,9219,Low,Office Supplies,Small Box,Xerox 23,Paper,West,1266,30-09-2012,Regular Air,Utah,84067,43,0.02,2,1,41,0.37,-48.68,273.32,5.14,6.48
Woodburn,Rick Wilson,Consumer,31-07-2012,29187,Low,Office Supplies,Small Box,GBC Standard Therm-A-Bind Covers,Binders and Binder Accessories,West,4094,04-08-2012,Regular Air,Oregon,97071,42,0.03,3,1,5,0.39,-24.1845,142.3,12.98,24.92
Troutdale,Valerie Takahito,Consumer,04-05-2015,39652,Low,Office Supplies,Small Box,Avery 504,Labels,West,5593,06-05-2015,Regular Air,Oregon,97060,65,0.03,3,1,5,0.36,1.17,14.61,0.5,2.88
Tacoma,Christopher Conant,Consumer,03-01-2014,9221,Low,Office Supplies,Small Box,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",Envelopes,West,1268,07-01-2014,Regular Air,Washington,98408,52,0.04,4,1,25,0.38,326.4,1527.42,19.99,60.98
Huntington Beach,Eric Barreto,Consumer,03-09-2014,2309,Low,Office Supplies,Small Box,Durable Pressboard Binders,Binders and Binder Accessories,West,340,05-09-2014,Regular Air,California,92646,57,0.05,5,1,7,0.38,-1.2995,27.01,1.49,3.8
Sacramento,Jay Fine,Consumer,16-10-2015,56740,Low,Office Supplies,Small Box,"Wilson Jones 1"" Hanging DublLock® Ring Binders",Binders and Binder Accessories,West,7941,18-10-2015,Regular Air,California,95823,71,0.05,5,1,6,0.37,-6.8195,34.29,2.99,5.28
Louisville,Anthony O'Donnell,Consumer,22-09-2015,37158,Low,Office Supplies,Small Box,Xerox 210,Paper,West,5222,27-09-2015,Regular Air,Colorado,80027,69,0.05,5,1,25,0.37,-85.11,172.04,7.37,6.48
Roswell,Pauline Webber,Consumer,28-01-2014,26529,Low,Office Supplies,Small Box,Staples 1 Part Blank Computer Paper,Paper,West,3714,01-02-2014,Regular Air,New Mexico,88201,52,0.05,5,1,17,0.36,-81.61,201.72,11.25,11.34
Klamath Falls,Jenna Caffey,Consumer,07-03-2015,59586,Low,Office Supplies,Small Box,Xerox 195,Paper,West,8338,11-03-2015,Regular Air,Oregon,97601,62,0.05,5,1,25,0.37,-43.17,167.23,5.41,6.68
Huntington Beach,Eric Barreto,Consumer,17-06-2012,5984,Low,Office Supplies,Small Box,Belkin 6 Outlet Metallic Surge Strip,Appliances,West,829,22-06-2012,Regular Air,California,92646,41,0.06,6,1,37,0.59,-31.39,394.62,4.5,10.89
Bremerton,Raymond Book,Consumer,12-07-2014,35366,Low,Office Supplies,Small Box,Xerox 209,Paper,West,4974,19-07-2014,Regular Air,Washington,98310,56,0.06,6,1,23,0.37,-98.42,149.31,7.81,6.48
Bellevue,Raymond Book,Consumer,07-08-2013,9985,Low,Office Supplies,Small Box,Xerox 1977,Paper,West,1379,07-08-2013,Regular Air,Washington,98006,48,0.08,8,1,12,0.37,-23.52,81.9,5.2,6.68
Covington,Sarah Brown,Consumer,04-12-2015,13031,Low,Office Supplies,Small Box,Xerox 210,Paper,West,1818,09-12-2015,Regular Air,Washington,98042,76,0.08,8,1,34,0.37,-135,210.06,7.37,6.48
Henderson,Carl Weiss,Consumer,24-07-2014,56420,Low,Office Supplies,Small Box,Fellowes Superior 10 Outlet Split Surge Protector,Appliances,West,7887,28-07-2014,Regular Air,Nevada,89015,56,0.09,9,1,16,0.56,108.3,597.44,4.5,38.06
Woodburn,Rick Wilson,Consumer,31-07-2012,29187,Low,Office Supplies,Small Box,Peel & Stick Add-On Corner Pockets,Binders and Binder Accessories,West,4095,04-08-2012,Regular Air,Oregon,97071,42,0.09,9,1,8,0.37,-37.789,21.93,6.05,2.16
Kirkland,Stephanie Phelps,Consumer,07-04-2013,11943,Low,Office Supplies,Small Box,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",Binders and Binder Accessories,West,1657,14-04-2013,Regular Air,Washington,98034,46,0.09,9,1,49,0.38,7.3525,657.94,7.17,14.45
Puyallup,Yoseph Carroll,Consumer,17-09-2013,23842,Low,Office Supplies,Small Box,Xerox 1898,Paper,West,3333,24-09-2013,Regular Air,Washington,98373,50,0.1,10,1,20,0.37,-74.03,127.16,6.92,6.68
Woodburn,Rick Wilson,Consumer,31-07-2012,29187,Low,Office Supplies,Small Pack,Fiskars® Softgrip Scissors,"Scissors, Rulers and Trimmers",West,4098,04-08-2012,Regular Air,Oregon,97071,42,0.03,3,1,42,0.57,51.17,477.53,3.37,10.98
Redmond,Adrian Shami,Consumer,26-02-2015,53026,Low,Office Supplies,Small Pack,Acme® Forged Steel Scissors with Black Enamel Handles,"Scissors, Rulers and Trimmers",West,7438,03-03-2015,Regular Air,Washington,98052,62,0.05,5,1,35,0.56,-17.58,322.82,3.98,9.31
Lacey,Stephanie Phelps,Consumer,14-07-2012,41189,Low,Office Supplies,Wrap Bag,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",Paper,West,5811,19-07-2012,Regular Air,Washington,98503,41,0.03,3,1,30,0.36,66.28,189.04,1.34,6.45
Coos Bay,Trudy Bell,Consumer,05-08-2014,38787,Low,Office Supplies,Wrap Bag,Newell 35,Pens & Art Supplies,West,5460,05-08-2014,Regular Air,Oregon,97420,56,0.05,5,1,22,0.56,-77.93,79.04,5,3.28
Kennewick,Shui Tom,Consumer,17-05-2013,50594,Low,Office Supplies,Wrap Bag,"Binney & Smith Crayola® Metallic Colored Pencils, 8-Color Set",Pens & Art Supplies,West,7090,19-05-2013,Regular Air,Washington,99336,47,0.05,5,1,39,0.52,-4.96,173.47,1.93,4.63
Caldwell,Sue Ann Reed,Consumer,23-10-2013,16834,Low,Office Supplies,Wrap Bag,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",Paper,West,2339,30-10-2013,Regular Air,Idaho,83605,50,0.07,7,1,23,0.38,33.26,158.78,2.17,7.04
Boise,Roger Demir,Consumer,20-11-2012,33189,Low,Office Supplies,Wrap Bag,Riverleaf Stik-Withit® Designer Note Cubes®,Paper,West,4661,24-11-2012,Regular Air,Idaho,83701,44,0.08,8,1,5,0.39,0.15,50.19,2.06,10.06
Lawndale,Barry Pond,Consumer,11-05-2013,58371,Medium,Office Supplies,Small Box,GBC DocuBind 200 Manual Binding Machine,Binders and Binder Accessories,West,8167,13-05-2013,Regular Air,California,90260,47,0,0,1,5,0.35,416.0155,2168.05,19.99,420.98
Bremerton,Raymond Book,Consumer,03-06-2013,57125,Medium,Office Supplies,Small Box,Avery Round Ring Poly Binders,Binders and Binder Accessories,West,7991,05-06-2013,Regular Air,Washington,98310,47,0,0,1,19,0.36,-71.0355,61.02,5.44,2.84
Anaheim,Muhammed Lee,Consumer,22-06-2014,59812,Medium,Office Supplies,Small Box,Fellowes Staxonsteel® Drawer Files,Storage & Organization,West,8374,22-06-2014,Regular Air,California,92804,56,0,0,1,46,0.71,1646.43,9261.24,19.99,193.17
Davis,Patrick Bzostek,Consumer,14-09-2015,42054,Medium,Office Supplies,Small Box,Avery Durable Binders,Binders and Binder Accessories,West,5927,16-09-2015,Regular Air,California,95616,68,0.01,1,1,32,0.36,6.7405,94.55,1.49,2.88
Santa Clara,Charles Crestani,Consumer,07-11-2014,3008,Medium,Office Supplies,Small Box,Multimedia Mailers,Envelopes,West,444,08-11-2014,Regular Air,California,95051,58,0.01,1,1,41,0.39,3081.02,6831.72,19.99,162.93
Longview,Tonja Turnell,Consumer,13-11-2012,27463,Medium,Office Supplies,Small Box,Xerox 1949,Paper,West,3853,14-11-2012,Regular Air,Washington,98632,44,0.01,1,1,10,0.36,-20.57,54.52,4.72,4.98
Anaheim,Muhammed Lee,Consumer,16-01-2015,29090,Medium,Office Supplies,Small Box,Avery 491,Labels,West,4080,17-01-2015,Regular Air,California,92804,61,0.02,2,1,24,0.39,28.42,99.1,0.99,4.13
Lawndale,Barry Pond,Consumer,11-05-2013,58371,Medium,Office Supplies,Small Box,Xerox 1993,Paper,West,8168,12-05-2013,Regular Air,California,90260,47,0.02,2,1,44,0.36,-238.45,303.07,9.68,6.48
Anaheim,Muhammed Lee,Consumer,16-01-2015,29090,Medium,Office Supplies,Small Box,Sterilite Officeware Hinged File Box,Storage & Organization,West,4081,16-01-2015,Regular Air,California,92804,61,0.02,2,1,36,0.58,-108.2,380.34,6.91,10.48
Bakersfield,Peter Buhler,Consumer,20-04-2015,45315,Medium,Office Supplies,Small Box,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Storage & Organization,West,6379,21-04-2015,Regular Air,California,93309,64,0.02,2,1,32,0.57,175.32,1141.9,8.22,34.76
Prescott Valley,Craig Yedwab,Consumer,28-01-2013,97,Medium,Office Supplies,Small Box,Avery 498,Labels,West,17,29-01-2013,Regular Air,Arizona,86314,45,0.03,3,1,26,0.38,28.24,75.57,0.5,2.89
Bothell,Raymond Book,Consumer,07-09-2015,29536,Medium,Office Supplies,Small Box,Xerox 1880,Paper,West,4167,09-09-2015,Regular Air,Washington,98011,68,0.03,3,1,26,0.38,26.64,967.41,19.99,35.44
Rock Springs,Mick Brown,Consumer,09-08-2013,55558,Medium,Office Supplies,Small Box,"Recycled Interoffice Envelopes with Re-Use-A-Seal® Closure, 10 x 13",Envelopes,West,7766,11-08-2013,Regular Air,Wyoming,82901,49,0.04,4,1,23,0.38,22.25,392.57,8.13,17.07
American Fork,Grace Kelly,Consumer,07-02-2013,34245,Medium,Office Supplies,Small Box,Xerox 1962,Paper,West,4819,08-02-2013,Regular Air,Utah,84003,46,0.05,5,1,42,0.4,-92.42,189.22,4.79,4.28
Boise,Roger Demir,Consumer,05-12-2013,7746,Medium,Office Supplies,Small Box,Southworth 25% Cotton Premium Laser Paper and Envelopes,Paper,West,1050,07-12-2013,Regular Air,Idaho,83701,51,0.06,6,1,1,0.37,-27.07,28.96,8.68,19.98
Bremerton,Raymond Book,Consumer,23-05-2014,39937,Medium,Office Supplies,Small Box,Acco Suede Grain Vinyl Round Ring Binder,Binders and Binder Accessories,West,5644,23-05-2014,Regular Air,Washington,98310,55,0.07,7,1,42,0.39,-0.4025,113.33,1.49,2.78
Surprise,Ed Braxton,Consumer,21-08-2014,1095,Medium,Office Supplies,Small Box,Xerox 1949,Paper,West,173,23-08-2014,Regular Air,Arizona,85374,57,0.07,7,1,28,0.36,-50.14,142.18,4.72,4.98
Bremerton,Raymond Book,Consumer,03-06-2013,57125,Medium,Office Supplies,Small Box,Lock-Up Easel 'Spel-Binder',Binders and Binder Accessories,West,7992,05-06-2013,Regular Air,Washington,98310,47,0.08,8,1,31,0.38,373.524,878.77,1.49,28.53
Santa Rosa,Christy Brittain,Consumer,25-12-2014,36356,Medium,Office Supplies,Small Box,Avery 510,Labels,West,5102,27-12-2014,Regular Air,California,95404,60,0.08,8,1,33,0.37,47.98,117.77,0.5,3.75
Lawndale,Barry Pond,Consumer,22-06-2015,25986,Medium,Office Supplies,Small Box,Xerox 1899,Paper,West,3637,23-06-2015,Regular Air,California,90260,66,0.08,8,1,48,0.36,-71.45,278.07,4.96,5.78
Pendleton,Harold Dahlen,Consumer,12-05-2015,4069,Medium,Office Supplies,Small Box,Xerox 215,Paper,West,595,14-05-2015,Regular Air,Oregon,97801,65,0.08,8,1,8,0.37,-31.63,54.43,6.74,6.48
Chula Vista,Maureen Gastineau,Consumer,02-03-2013,2914,Medium,Office Supplies,Small Box,Xerox 1939,Paper,West,436,03-03-2013,Regular Air,California,91911,46,0.09,9,1,3,0.37,-24.74,62.88,9.54,18.97
Chula Vista,Maureen Gastineau,Consumer,20-06-2015,967,Medium,Office Supplies,Small Pack,Panasonic KP-150 Electric Pencil Sharpener,Pens & Art Supplies,West,157,21-06-2015,Regular Air,California,91911,66,0.01,1,1,42,0.59,502.42,1634.9,2.9,37.74
Louisville,Scott Cohen,Consumer,21-05-2014,4422,Medium,Office Supplies,Small Pack,Boston 1730 StandUp Electric Pencil Sharpener,Pens & Art Supplies,West,634,21-05-2014,Regular Air,Colorado,80027,55,0.02,2,1,17,0.59,-19.92,390.11,8.99,21.38
Claremont,Maureen Gastineau,Consumer,04-03-2013,8101,Medium,Office Supplies,Small Pack,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Pens & Art Supplies,West,1103,06-03-2013,Regular Air,California,91711,46,0.1,10,1,15,0.56,-9.32,485.16,8.99,34.58
Tooele,Frank Merwin,Consumer,24-03-2015,16390,Medium,Office Supplies,Small Pack,Fiskars® Softgrip Scissors,"Scissors, Rulers and Trimmers",West,2277,26-03-2015,Regular Air,Utah,84074,63,0.1,10,1,8,0.57,-12.61,86.38,3.37,10.98
Whittier,Chris McAfee,Consumer,17-01-2014,35780,Medium,Office Supplies,Wrap Bag,Newell 320,Pens & Art Supplies,West,5014,19-01-2014,Regular Air,California,90604,52,0.01,1,1,6,0.58,-4.5,28.55,1.6,4.28
Santa Monica,Christy Brittain,Consumer,09-07-2013,21539,Medium,Office Supplies,Wrap Bag,Standard Line™ “While You Were Out” Hardbound Telephone Message Book,Paper,West,2981,10-07-2013,Regular Air,California,90405,48,0.04,4,1,18,0.39,40.11,388.13,8.32,21.98
Menlo Park,Paul Van Hugh,Consumer,04-03-2015,48322,Medium,Office Supplies,Wrap Bag,Newell 338,Pens & Art Supplies,West,6785,05-03-2015,Regular Air,California,94025,62,0.05,5,1,14,0.58,1.82,41.37,0.7,2.94
Pendleton,Harold Dahlen,Consumer,12-05-2015,4069,Medium,Office Supplies,Wrap Bag,Staples Metal Binder Clips,Rubber Bands,West,597,15-05-2015,Regular Air,Oregon,97801,65,0.05,5,1,30,0.39,18.57,78.46,0.8,2.62
Lemon Grove,Barry Pond,Consumer,11-05-2013,58371,Medium,Office Supplies,Wrap Bag,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",Pens & Art Supplies,West,8169,13-05-2013,Regular Air,California,91945,47,0.07,7,1,48,0.41,202.68,1661.8,13.89,36.55
Santa Maria,Christy Brittain,Consumer,20-11-2012,3042,Medium,Office Supplies,Wrap Bag,"Dixon Prang® Watercolor Pencils, 10-Color Set with Brush",Pens & Art Supplies,West,448,21-11-2012,Regular Air,California,93454,44,0.1,10,1,26,0.44,15.42,103.87,1.2,4.26
Bellevue,Raymond Book,Consumer,28-03-2015,10439,Not Specified,Office Supplies,Small Box,Flexible Leather- Look Classic Collection Ring Binder,Binders and Binder Accessories,West,1446,30-03-2015,Regular Air,Washington,98006,63,0,0,1,41,0.35,384.5145,823.13,1.49,18.94
Twin Falls,Tim Brockman,Consumer,05-12-2013,36997,Not Specified,Office Supplies,Small Box,Avery 494,Labels,West,5205,06-12-2013,Regular Air,Idaho,83301,51,0,0,1,39,0.39,39.91,104.33,0.5,2.61
Pueblo,Cathy Armstrong,Consumer,29-10-2012,3395,Not Specified,Office Supplies,Small Box,Park Ridge™ Embossed Executive Business Envelopes,Envelopes,West,492,30-10-2012,Regular Air,Colorado,81001,43,0.02,2,1,7,0.38,25.59,107.88,1.39,15.57
Sacramento,Jay Fine,Consumer,01-02-2013,27524,Not Specified,Office Supplies,Small Box,Xerox 210,Paper,West,3858,03-02-2013,Regular Air,California,95823,45,0.02,2,1,50,0.37,-157.4,343.94,7.37,6.48
Seatac,Brendan Sweed,Consumer,20-07-2012,5441,Not Specified,Office Supplies,Small Box,Xerox 21,Paper,West,757,22-07-2012,Regular Air,Washington,98158,41,0.02,2,1,34,0.37,-92.05,226.83,6.6,6.48
Seattle,Brendan Sweed,Consumer,20-12-2012,42852,Not Specified,Office Supplies,Small Box,Southworth 25% Cotton Linen-Finish Paper & Envelopes,Paper,West,6046,22-12-2012,Regular Air,Washington,98115,45,0.02,2,1,13,0.4,-63.51,129.9,9.86,9.06
Pueblo,Cathy Armstrong,Consumer,29-10-2012,3395,Not Specified,Office Supplies,Small Box,"Iris® 3-Drawer Stacking Bin, Black",Storage & Organization,West,493,30-10-2012,Regular Air,Colorado,81001,43,0.02,2,1,29,0.83,-255.66,623.02,11.52,20.89
Boise,Roger Demir,Consumer,17-04-2015,48742,Not Specified,Office Supplies,Small Box,Flexible Leather- Look Classic Collection Ring Binder,Binders and Binder Accessories,West,6843,19-04-2015,Regular Air,Idaho,83701,64,0.03,3,1,42,0.35,379.7375,825.63,1.49,18.94
Claremont,Maureen Gastineau,Consumer,29-06-2015,28387,Not Specified,Office Supplies,Small Box,Airmail Envelopes,Envelopes,West,3973,30-06-2015,Regular Air,California,91711,66,0.03,3,1,37,0.38,1125.42,3212.97,19.99,83.93
